tipo	ga	versao	origem	scope	divergente
transitiva	io.netty:netty-handler	4.2.17.Final	transitiva	compile	
transitiva	io.netty:netty-resolver	4.2.17.Final	transitiva	compile	
transitiva	io.netty:netty-resolver-dns	4.2.17.Final	transitiva	compile	
transitiva	io.netty:netty-transport	4.2.17.Final	transitiva	compile	
transitiva	io.netty:netty-transport-native-unix-common	4.2.17.Final	transitiva	compile	
transitiva	io.projectreactor:reactor-core	3.8.6	transitiva	compile	
transitiva	io.rest-assured:json-path	6.0.1	transitiva	test	
transitiva	io.rest-assured:rest-assured	6.0.1	transitiva	test	
transitiva	io.rest-assured:rest-assured-common	6.0.1	transitiva	test	
transitiva	io.rest-assured:spring-commons	6.0.1	transitiva	test	
transitiva	io.rest-assured:xml-path	6.0.1	transitiva	test	
transitiva	jakarta.activation:jakarta.activation-api	2.1.4	transitiva	runtime	
transitiva	jakarta.annotation:jakarta.annotation-api	3.0.0	transitiva	compile	
transitiva	jakarta.validation:jakarta.validation-api	3.1.1	transitiva	compile	
transitiva	jakarta.xml.bind:jakarta.xml.bind-api	4.0.5	transitiva	runtime	
transitiva	net.bytebuddy:byte-buddy	1.18.11	transitiva	test	
transitiva	net.bytebuddy:byte-buddy-agent	1.18.11	transitiva	test	
transitiva	net.java.dev.jna:jna	5.18.1	transitiva	test	
transitiva	net.minidev:accessors-smart	2.6.0	transitiva	test	
transitiva	net.minidev:json-smart	2.6.0	transitiva	test	
transitiva	org.apache.commons:commons-compress	1.28.0	transitiva	test	
transitiva	org.apache.groovy:groovy	5.0.8	transitiva	test	
transitiva	org.apache.groovy:groovy-json	5.0.8	transitiva	test	
transitiva	org.apache.groovy:groovy-xml	5.0.8	transitiva	test	
transitiva	org.apache.httpcomponents:httpclient	4.5.13	transitiva	test	
transitiva	org.apache.httpcomponents:httpcore	4.4.16	transitiva	test	
transitiva	org.apache.httpcomponents:httpmime	4.5.13	transitiva	test	
transitiva	org.apache.logging.log4j:log4j-api	2.25.5	transitiva	compile	
transitiva	org.apache.logging.log4j:log4j-to-slf4j	2.25.5	transitiva	compile	
transitiva	org.apache.tomcat.embed:tomcat-embed-core	11.0.24	transitiva	test	
transitiva	org.apache.tomcat.embed:tomcat-embed-el	11.0.24	transitiva	test	
transitiva	org.apache.tomcat.embed:tomcat-embed-websocket	11.0.24	transitiva	test	
transitiva	org.apiguardian:apiguardian-api	1.1.2	transitiva	test	
transitiva	org.aspectj:aspectjweaver	1.9.25.1	transitiva	compile	
transitiva	org.assertj:assertj-core	3.27.7	transitiva	test	
transitiva	org.awaitility:awaitility	4.3.0	transitiva	test	
transitiva	org.bouncycastle:bcprov-jdk18on	1.85.2	transitiva	compile	
transitiva	org.ccil.cowan.tagsoup:tagsoup	1.2.1	transitiva	test	
transitiva	org.hamcrest:hamcrest	3.0	transitiva	test	
transitiva	org.hdrhistogram:HdrHistogram	2.2.2	transitiva	runtime	
transitiva	org.jboss.logging:jboss-logging	3.6.3.Final	transitiva	test	
transitiva	org.jetbrains.kotlin:kotlin-stdlib	2.3.21	transitiva	compile	
transitiva	org.jetbrains.kotlin:kotlin-stdlib-jdk7	2.3.21	transitiva	compile	
transitiva	org.jetbrains.kotlin:kotlin-stdlib-jdk8	2.3.21	transitiva	compile	
transitiva	org.jetbrains:annotations	17.0.0	transitiva	compile	
transitiva	org.junit.jupiter:junit-jupiter-api	6.0.3	transitiva	test	
transitiva	org.junit.jupiter:junit-jupiter-engine	6.0.3	transitiva	test	
transitiva	org.junit.jupiter:junit-jupiter-params	6.0.3	transitiva	test	
transitiva	org.junit.platform:junit-platform-commons	6.0.3	transitiva	test	
transitiva	org.mockito:mockito-junit-jupiter	5.23.0	transitiva	test	
transitiva	org.objenesis:objenesis	3.3	transitiva	test	
transitiva	org.opentest4j:opentest4j	1.3.0	transitiva	test	
transitiva	org.ow2.asm:asm	9.7.1	transitiva	test	
transitiva	org.reactivestreams:reactive-streams	1.0.4	transitiva	compile	
transitiva	org.rnorth.duct-tape:duct-tape	1.0.8	transitiva	test	
transitiva	org.skyscreamer:jsonassert	1.5.3	transitiva	test	
transitiva	org.slf4j:jul-to-slf4j	2.0.18	transitiva	compile	
transitiva	org.slf4j:slf4j-api	2.0.18	transitiva	compile	
transitiva	org.springframework.boot:spring-boot	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-cache	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-data-commons	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-data-redis	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-http-converter	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-jackson	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-netty	4.1.1	transitiva	runtime	
transitiva	org.springframework.boot:spring-boot-persistence	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-servlet	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-starter	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-cache	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-data-redis	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-jackson	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-starter-logging	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-tomcat	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-starter-tomcat-runtime	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-test	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-test-autoconfigure	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-tomcat	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-transaction	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-web-server	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-webmvc	4.1.1	transitiva	test	
transitiva	org.springframework.cloud:spring-cloud-commons	5.0.2	transitiva	compile	
transitiva	org.springframework.cloud:spring-cloud-context	5.0.2	transitiva	compile	
transitiva	org.springframework.data:spring-data-commons	4.1.1	transitiva	compile	
transitiva	org.springframework.data:spring-data-keyvalue	4.1.1	transitiva	compile	
transitiva	org.springframework.data:spring-data-redis	4.1.1	transitiva	compile	
transitiva	org.springframework.security:spring-security-crypto	7.1.1	transitiva	compile	
transitiva	org.springframework:spring-beans	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-context-support	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-core	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-expression	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-messaging	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-oxm	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-tx	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-webmvc	7.0.9	transitiva	test	
transitiva	org.xmlunit:xmlunit-core	2.11.0	transitiva	test	
transitiva	org.yaml:snakeyaml	2.6	transitiva	compile	
transitiva	redis.clients.authentication:redis-authx-core	0.1.1-beta2	transitiva	compile	
transitiva	tools.jackson.core:jackson-core	3.2.2	transitiva	compile	
transitiva	tools.jackson.core:jackson-databind	3.2.2	transitiva	compile	
transitiva	tools.jackson.dataformat:jackson-dataformat-smile	3.2.2	transitiva	compile	
