tipo	ga	versao	origem	scope	divergente
transitiva	org.springframework.boot:spring-boot-persistence	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-servlet	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-cache	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-data-redis	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-jackson	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-logging	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-tomcat	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-starter-tomcat-runtime	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-test	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-test-autoconfigure	4.1.1	transitiva	test	
transitiva	org.springframework.boot:spring-boot-tomcat	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-transaction	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-validation	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-web-server	4.1.1	transitiva	compile	
transitiva	org.springframework.boot:spring-boot-webmvc	4.1.1	transitiva	compile	
transitiva	org.springframework.data:spring-data-keyvalue	4.1.1	transitiva	compile	
transitiva	org.springframework.data:spring-data-redis	4.1.1	transitiva	compile	
transitiva	org.springframework.security:spring-security-crypto	7.1.1	transitiva	compile	
transitiva	org.springframework:spring-aop	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-beans	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-context	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-context-support	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-core	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-expression	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-messaging	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-oxm	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-tx	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-web	7.0.9	transitiva	compile	
transitiva	org.springframework:spring-webmvc	7.0.9	transitiva	compile	
transitiva	org.xmlunit:xmlunit-core	2.11.0	transitiva	test	
transitiva	org.yaml:snakeyaml	2.6	transitiva	compile	
transitiva	redis.clients.authentication:redis-authx-core	0.1.1-beta2	transitiva	compile	
transitiva	tools.jackson.core:jackson-core	3.2.2	transitiva	compile	
transitiva	tools.jackson.core:jackson-databind	3.2.2	transitiva	compile	
transitiva	tools.jackson.dataformat:jackson-dataformat-smile	3.2.2	transitiva	compile	
